Sample,Timestamp,Elapsed_s,X_m,Y_m,Heading_deg,Command_X,Command_Y,Command_Z,Motion,LocalizationValid
183,09:35:16,38.64100000000326,2.4331734311828943,-0.5018873694266871,-174.64000701904297,0.0,0.25,0.0,FORWARD,True
184,09:35:17,38.84400000004098,2.4055238043451332,-0.5115909684901933,-174.5999984741211,0.0,0.25,0.0,FORWARD,True
185,09:35:17,39.04700000002049,2.369142895847652,-0.49450631057807665,-174.54000091552734,0.0,0.25,0.0,FORWARD,True
186,09:35:17,39.25,2.360403691377538,-0.4888181160418902,-174.5199966430664,0.0,0.25,0.0,FORWARD,True
187,09:35:17,39.45400000002701,2.326923249096194,-0.49044354331874496,-174.49999237060547,0.0,0.25,0.0,FORWARD,True
188,09:35:17,39.65700000000652,2.318506533987599,-0.4924554669143028,-174.31999969482422,0.0,0.25,0.0,FORWARD,True
189,09:35:18,39.86000000004424,2.3115926481784803,-0.4916352708246902,-174.31999969482422,0.0,0.25,0.0,FORWARD,True
190,09:35:18,40.06300000002375,2.2846124225276063,-0.47862345485634994,-174.2800064086914,0.0,0.25,0.0,FORWARD,True
191,09:35:18,40.28200000000652,2.262646830096642,-0.4688207077571507,-174.29999542236328,0.0,0.25,0.0,FORWARD,True
192,09:35:18,40.48500000004424,2.234047656288232,-0.45992961762244416,-174.2699966430664,0.0,0.25,0.0,FORWARD,True
193,09:35:18,40.68800000002375,2.211914425426474,-0.4664483472423952,-174.3499984741211,0.0,0.25,0.0,FORWARD,True
194,09:35:19,40.89100000000326,2.2026076895686404,-0.46070111973401795,-174.2300033569336,0.0,0.25,0.0,FORWARD,True
195,09:35:19,41.09400000004098,2.1911576078325283,-0.4485757700595642,-174.2199935913086,0.0,0.25,0.0,FORWARD,True
196,09:35:19,41.29700000002049,2.180372148223401,-0.4406117317101813,-174.15999603271484,0.0,0.25,0.0,FORWARD,True
197,09:35:19,41.5,2.1562282547585667,-0.4307560184836364,-174.06000518798828,0.0,0.25,0.0,FORWARD,True
198,09:35:19,41.70400000002701,2.1277301640766955,-0.437700215222143,-174.04000091552734,0.0,0.25,0.0,FORWARD,True
199,09:35:20,41.90700000000652,2.1277301640766955,-0.437700215222143,-174.0199966430664,0.0,0.25,0.0,FORWARD,True
200,09:35:20,42.11000000004424,2.108931175614662,-0.4408775497909672,-174.04999542236328,0.0,0.25,0.0,FORWARD,True
201,09:35:20,42.31300000002375,2.08866823591329,-0.43228220649736687,-173.9000015258789,0.0,0.25,0.0,FORWARD,True
202,09:35:20,42.53200000000652,2.054967370049636,-0.4116407458791892,-173.93000030517578,0.0,0.25,0.0,FORWARD,True
203,09:35:20,42.73500000004424,2.026053777717912,-0.40330231278927664,-174.06999969482422,0.0,0.25,0.0,FORWARD,True
204,09:35:21,42.93800000002375,2.020240971395857,-0.4068422753508875,-174.0999984741211,0.0,0.25,0.0,FORWARD,True
205,09:35:21,43.14100000000326,2.0085866631716804,-0.40573494441893465,-174.06000518798828,0.0,0.25,0.0,FORWARD,True
206,09:35:21,43.34400000004098,1.989828956350584,-0.39754145519381484,-174.20999908447266,0.0,0.25,0.0,FORWARD,True
207,09:35:21,43.54700000002049,1.969169359306733,-0.39363599489633727,-174.39000701904297,0.0,0.25,0.0,FORWARD,True
208,09:35:21,43.75,1.951669155733305,-0.38867341469228944,-174.45000457763672,0.0,0.25,0.0,FORWARD,True
209,09:35:22,43.96900000004098,1.9442607996946488,-0.39201359373057826,-174.54000091552734,0.0,0.25,0.0,FORWARD,True
210,09:35:22,44.17200000002049,1.9219396478367787,-0.3793235794863248,-174.70999908447266,0.0,0.25,0.0,FORWARD,True
211,09:35:22,44.375,1.9063482548963921,-0.3787208913668329,-174.7800064086914,0.0,0.25,0.0,FORWARD,True
212,09:35:22,44.57900000002701,1.8817738067909964,-0.3646102071493011,-175.0199966430664,0.0,0.25,0.0,FORWARD,True
213,09:35:22,44.78200000000652,1.8627767882946458,-0.35092927049230344,-174.87999725341797,0.0,0.25,0.0,FORWARD,True
214,09:35:23,44.98500000004424,1.8627767882946458,-0.35092927049230344,-174.93000030517578,0.0,0.25,0.0,FORWARD,True
215,09:35:23,45.18800000002375,1.8564647349469288,-0.34754810476399134,-174.98999786376953,0.0,0.25,0.0,FORWARD,True
216,09:35:23,45.40700000000652,1.8210711384885858,-0.35062365748148816,-175.0999984741211,0.0,0.25,0.0,FORWARD,True
217,09:35:23,45.61000000004424,1.80521326504644,-0.3528730270928715,-175.07999420166016,0.0,0.25,0.0,FORWARD,True
218,09:35:24,45.81300000002375,1.7978937692255006,-0.3519648054270495,-175.17000579833984,0.0,0.25,0.0,FORWARD,True
219,09:35:24,46.01600000000326,1.749687412747938,-0.33417622298831495,-175.15999603271484,0.0,0.25,0.0,FORWARD,True
220,09:35:24,46.21900000004098,1.7085261192600434,-0.3135721844410544,-175.23999786376953,0.0,0.25,0.0,FORWARD,True
221,09:35:24,46.42200000002049,1.7002020117220287,-0.3088763445957541,-175.31000518798828,0.0,0.25,0.0,FORWARD,True
222,09:35:24,46.64100000000326,1.6607338631441484,-0.30718796845076357,-175.35999298095703,0.0,0.25,0.0,FORWARD,True
223,09:35:25,46.84400000004098,1.6408389527794118,-0.31081338495616356,-175.43000030517578,0.0,0.25,0.0,FORWARD,True
224,09:35:25,47.04700000002049,1.5992684737682106,-0.2745278415910129,-175.43999481201172,0.0,0.25,0.0,FORWARD,True
225,09:35:25,47.25,1.5774392413562999,-0.28146686654705266,-175.29000091552734,0.0,0.25,0.0,FORWARD,True
226,09:35:25,47.45400000002701,1.5621566028499885,-0.277497815682074,-175.3499984741211,0.0,0.25,0.0,FORWARD,True
227,09:35:25,47.67200000002049,1.5240800961655216,-0.2674031998066218,-175.23999786376953,0.0,0.25,0.0,FORWARD,True
228,09:35:26,47.875,1.5048275521080618,-0.256423814649645,-175.15999603271484,0.0,0.25,0.0,FORWARD,True
229,09:35:26,48.07900000002701,1.4901230383758737,-0.24831741468982693,-175.1500015258789,0.0,0.25,0.0,FORWARD,True
230,09:35:26,48.28200000000652,1.4671524507725435,-0.25060289105305666,-175.07999420166016,0.0,0.25,0.0,FORWARD,True
231,09:35:26,48.48500000004424,1.4466927043177458,-0.24461877972840274,-175.06000518798828,0.0,0.25,0.0,FORWARD,True
232,09:35:26,48.68800000002375,1.4079239962739634,-0.2283799188177928,-175.17000579833984,0.0,0.25,0.0,FORWARD,True
233,09:35:27,48.89100000000326,1.3921357155553444,-0.22128837957415137,-175.14000701904297,0.0,0.25,0.0,FORWARD,True
234,09:35:27,49.11000000004424,1.3921357155553444,-0.22128837957415137,-175.10999298095703,0.0,0.25,0.0,FORWARD,True
235,09:35:27,49.31300000002375,1.365618470633228,-0.22160115762842675,-175.12000274658203,0.0,0.25,0.0,FORWARD,True
236,09:35:27,49.51600000000326,1.3721694746605078,-0.22371743124927984,-175.04999542236328,0.0,0.25,0.0,FORWARD,True
237,09:35:27,49.71900000004098,1.3553629721367055,-0.22041221369500794,-175.01000213623047,0.0,0.25,0.0,FORWARD,True
238,09:35:28,49.92200000002049,1.3449353751506372,-0.2255236316922405,-174.95000457763672,0.0,0.25,0.0,FORWARD,True
239,09:35:28,50.125,1.3135765353987994,-0.2208778178883116,-174.90999603271484,0.0,0.25,0.0,FORWARD,True
240,09:35:28,50.32900000002701,1.2940617857076664,-0.22336106965136404,-174.89000701904297,0.0,0.25,0.0,FORWARD,True
241,09:35:28,50.53200000000652,1.2823735108801317,-0.22052359908929964,-174.81000518798828,0.0,0.25,0.0,FORWARD,True
242,09:35:28,50.73500000004424,1.2627388129331323,-0.21102518211930407,-174.70999908447266,0.0,0.25,0.0,FORWARD,True
243,09:35:29,50.93800000002375,1.2362576380677277,-0.22230351019176925,-174.60999298095703,0.0,0.25,0.0,FORWARD,True
244,09:35:29,51.15700000000652,1.2123852759859604,-0.22000890149687133,-174.68999481201172,0.0,0.25,0.0,FORWARD,True
245,09:35:29,51.36000000004424,1.1873008973199946,-0.22784693007522352,-174.54000091552734,0.0,0.25,0.0,FORWARD,True
246,09:35:29,51.56300000002375,1.1812644925047369,-0.22398171665879005,-174.45000457763672,0.0,0.25,0.0,FORWARD,True
247,09:35:29,51.76600000000326,1.159848565620975,-0.21367422653700735,-174.40999603271484,0.0,0.25,0.0,FORWARD,True
