Sample,Timestamp,Elapsed_s,X_m,Y_m,Heading_deg,Command_X,Command_Y,Command_Z,TranslationAccepted,TranslationMagnitude_m,HeadingDelta_deg
1,09:36:45,0.375,-0.015478796648117878,-0.00021458499345148943,-0.05999946594238281,0.0,-0.25,0.0,True,0.015480283989423447,-0.06999969482421875
2,09:36:45,0.5779999999795109,-0.036837174746888926,-0.000366186172871599,-0.010000228881835938,0.0,0.25,0.0,True,0.02135891612249237,0.049999237060546875
3,09:36:45,0.7810000000172295,-0.026038208269189744,-0.00020878418036785195,-0.18999862670898438,0.0,0.25,0.0,True,0.01080011353522336,-0.17999839782714844
4,09:36:45,0.9839999999967404,-0.0015590796602444404,-0.0008695127305968597,0.04000091552734375,0.0,0.25,0.0,True,0.02448804401479163,0.22999954223632812
5,09:36:45,1.1869999999762513,0.02471888290238797,-0.0009823605591788858,0.14999961853027344,0.0,0.25,0.0,True,0.026278204867827754,0.10999870300292969
6,09:36:46,1.3910000000032596,0.0502756909865853,-0.0015342091841996828,0.14999961853027344,0.0,0.25,0.0,True,0.02556276542859616,0.0
7,09:36:46,1.5939999999827705,0.07463366581604346,-0.0016693812072603174,0.15999984741210938,0.0,0.25,0.0,True,0.024358349888043224,0.010000228881835938
8,09:36:46,1.797000000020489,0.10151106777580617,-0.0020051275907876183,0.09000015258789062,0.0,0.25,0.0,True,0.02687949891163725,-0.06999969482421875
9,09:36:46,2.0,0.1286293294062598,-0.001916270340424333,0.12000083923339844,0.0,0.25,0.0,True,0.02711840720744261,0.030000686645507812
10,09:36:46,2.2189999999827705,0.15346834120266203,-0.0013252908145198038,0.030000686645507812,0.0,0.25,0.0,True,0.024846041210258185,-0.09000015258789062
11,09:36:47,2.4060000000172295,0.17974641233302127,-0.0018125234765261281,-0.020000457763671875,0.0,0.25,0.0,True,0.026282587734071116,-0.05000114440917969
12,09:36:47,2.625,0.20530458926902628,-0.0017477072619462798,0.04000091552734375,0.0,0.25,0.0,True,0.02555825912369249,0.060001373291015625
13,09:36:47,2.827999999979511,0.2312227238251632,-0.0017635401137319083,0.030000686645507812,0.0,0.25,0.0,True,0.025918139392117154,-0.010000228881835938
14,09:36:47,3.0160000000032596,0.2582207457167311,-0.0018469536383275995,0.030000686645507812,0.0,0.25,0.0,True,0.02699815074914696,0.0
15,09:36:47,3.2189999999827705,0.28353804174764147,-0.0022529925800329523,0.23999977111816406,0.0,0.25,0.0,True,0.025320551849020444,0.20999908447265625
16,09:36:48,3.422000000020489,0.30945355283745957,-0.002808878985175969,0.3800010681152344,0.0,0.25,0.0,True,0.02592147227188122,0.1400012969970703
17,09:36:48,3.6410000000032596,0.3352446666763095,-0.0037802718579424003,0.5500011444091797,0.0,0.25,0.0,True,0.02580940055797066,0.1700000762939453
18,09:36:48,3.8439999999827705,0.361158143235265,-0.004344604341719999,0.720001220703125,0.0,0.25,0.0,True,0.025919620724921617,0.1700000762939453
19,09:36:48,4.047000000020489,0.385630971129732,-0.004929285794808431,0.720001220703125,0.0,0.25,0.0,True,0.024479811223818405,0.0
20,09:36:49,4.25,0.4131019245918431,-0.0056425102053212755,0.8100013732910156,0.0,0.25,0.0,True,0.027480210573742433,0.09000015258789062
21,09:36:49,4.452999999979511,0.4386561710130453,-0.006095389083582987,0.9099998474121094,0.0,0.25,0.0,True,0.025558259123694305,0.09999847412109375
22,09:36:49,4.6560000000172295,0.46624875760632406,-0.006660193354415868,0.8600006103515625,0.0,0.25,0.0,True,0.02759836659608567,-0.049999237060546875
23,09:36:49,4.85899999999674,0.49227816931787327,-0.007417796908823018,0.9500007629394531,0.0,0.25,0.0,True,0.026040434658334433,0.09000015258789062
24,09:36:49,5.061999999976251,0.5317512094522849,-0.00799272187245983,0.9200000762939453,0.0,0.25,0.0,True,0.03947722680440824,-0.030000686645507812
25,09:36:50,5.26600000000326,0.5576635385300532,-0.0085587152984806,0.970001220703125,0.0,0.25,0.0,True,0.025918509733255456,0.05000114440917969
26,09:36:50,5.48399999999674,0.5839367582984442,-0.009070549331503412,0.9600009918212891,0.0,0.25,0.0,True,0.026278204867827754,-0.010000228881835938
27,09:36:50,5.686999999976251,0.6110460406368432,-0.009813793770751356,1.010000228881836,0.0,0.25,0.0,True,0.02711946904346589,0.049999237060546875
28,09:36:50,5.89100000000326,0.6369570732427399,-0.010436317737371236,1.1300010681152344,0.0,0.25,0.0,True,0.025918509733255456,0.12000083923339844
29,09:36:50,6.0939999999827705,0.6626273339163407,-0.011087963033864126,1.1599998474121094,0.0,0.25,0.0,True,0.02567853042218457,0.029998779296875
30,09:36:51,6.297000000020489,0.6886517119691238,-0.01200228472823814,1.3400001525878906,0.0,0.25,0.0,True,0.026040434658334433,0.18000030517578125
31,09:36:51,6.5,0.7145444908933085,-0.013341642866892624,1.5200004577636719,0.0,0.25,0.0,True,0.0259273963336137,0.18000030517578125
32,09:36:51,6.702999999979511,0.7420108721532014,-0.01414456889173991,1.5400009155273438,0.0,0.25,0.0,True,0.027478114740920066,0.020000457763671875
33,09:36:51,6.9060000000172295,0.7711560105953068,-0.01501015216309084,1.5900001525878906,0.0,0.25,0.0,True,0.02915798911463436,0.049999237060546875
34,09:36:51,7.10899999999674,0.7970556026564198,-0.016028911011702167,1.6900005340576172,0.0,0.25,0.0,True,0.025919620724919788,0.10000038146972656
35,09:36:52,7.311999999976251,0.8228357172554981,-0.017015483663954292,1.7700004577636719,0.0,0.25,0.0,True,0.025798985141663608,0.07999992370605469
36,09:36:52,7.51600000000326,0.8474103442104544,-0.018147215020915625,1.8900012969970703,0.0,0.25,0.0,True,0.024600672873716114,0.12000083923339844
37,09:36:52,7.7189999999827705,0.874142011986479,-0.01938524471353169,1.9300003051757812,0.0,0.25,0.0,True,0.026760320992236894,0.03999900817871094
38,09:36:52,7.922000000020489,0.9019685365709728,-0.020196452556916936,1.9799995422363281,0.0,0.25,0.0,True,0.02783834637000922,0.049999237060546875
39,09:36:52,8.125,0.9297849378255352,-0.02130159954342437,2.0,0.0,0.25,0.0,True,0.02783834637000922,0.020000457763671875
