X_m,Y_m
-1.9749999999999999,-3.125
-2.125,-3.075
-2.075,-3.075
-2.025,-3.075
-1.9749999999999999,-3.075
-1.9249999999999998,-3.075
-1.875,-3.075
-1.7249999999999999,-3.075
-1.475,-3.075
-3.125,-3.025
-2.4749999999999996,-3.025
-2.425,-3.025
-2.375,-3.025
-2.325,-3.025
-2.275,-3.025
-2.2249999999999996,-3.025
-2.175,-3.025
-2.125,-3.025
-2.025,-3.025
-3.375,-2.875
-3.375,-2.775
-3.325,-2.775
-3.375,-2.725
1.2750000000000004,-2.725
1.8250000000000002,-2.725
2.4250000000000007,-2.725
2.6750000000000007,-2.725
2.9250000000000007,-2.725
2.9750000000000005,-2.725
3.075,-2.725
3.125,-2.725
3.1750000000000007,-2.725
3.2250000000000005,-2.725
3.375,-2.725
3.4250000000000007,-2.725
3.4750000000000005,-2.725
1.2250000000000005,-2.675
1.2750000000000004,-2.675
1.375,-2.675
1.4250000000000007,-2.675
1.5250000000000004,-2.675
1.5750000000000002,-2.675
1.625,-2.675
1.6750000000000007,-2.675
1.7250000000000005,-2.675
1.7750000000000004,-2.675
1.8250000000000002,-2.675
1.875,-2.675
1.9250000000000007,-2.675
1.9750000000000005,-2.675
2.0250000000000004,-2.675
2.075,-2.675
2.125,-2.675
2.1750000000000007,-2.675
2.2250000000000005,-2.675
2.2750000000000004,-2.675
2.325,-2.675
2.375,-2.675
2.4250000000000007,-2.675
2.4750000000000005,-2.675
2.5250000000000004,-2.675
2.575,-2.675
2.625,-2.675
2.6750000000000007,-2.675
2.7250000000000005,-2.675
2.7750000000000004,-2.675
2.825,-2.675
2.875,-2.675
2.9250000000000007,-2.675
2.9750000000000005,-2.675
3.0250000000000004,-2.675
3.075,-2.675
3.125,-2.675
3.1750000000000007,-2.675
3.2250000000000005,-2.675
3.2750000000000004,-2.675
3.325,-2.675
3.375,-2.675
3.4250000000000007,-2.675
3.4750000000000005,-2.675
0.17500000000000027,-2.625
0.2250000000000001,-2.625
0.3250000000000002,-2.625
0.375,-2.625
0.42500000000000027,-2.625
0.4750000000000001,-2.625
0.5250000000000004,-2.625
0.5750000000000002,-2.625
0.625,-2.625
0.6749999999999998,-2.625
0.7250000000000005,-2.625
0.7750000000000004,-2.625
0.8250000000000002,-2.625
0.875,-2.625
0.9249999999999998,-2.625
0.9750000000000005,-2.625
1.0250000000000004,-2.625
1.0750000000000002,-2.625
1.125,-2.625
1.1749999999999998,-2.625
1.2250000000000005,-2.625
1.2750000000000004,-2.625
1.3250000000000002,-2.625
1.375,-2.625
1.4250000000000007,-2.625
1.4750000000000005,-2.625
1.5250000000000004,-2.625
1.5750000000000002,-2.625
1.625,-2.625
1.6750000000000007,-2.625
1.7250000000000005,-2.625
1.7750000000000004,-2.625
1.8250000000000002,-2.625
1.875,-2.625
