X_m,Y_m
-1.825,-3.175
-2.275,-3.125
-2.2249999999999996,-3.125
-2.175,-3.125
-1.875,-3.125
-1.825,-3.125
-1.625,-3.125
-1.275,-3.125
-1.225,-3.125
-1.1749999999999998,-3.125
-2.625,-3.075
-2.575,-3.075
-2.525,-3.075
-2.4749999999999996,-3.075
-2.425,-3.075
-2.375,-3.075
-2.325,-3.075
-2.275,-3.075
-2.2249999999999996,-3.075
-2.175,-3.075
-2.025,-3.075
-1.9749999999999999,-3.075
-1.9249999999999998,-3.075
-1.825,-3.075
-1.7249999999999999,-3.075
-1.625,-3.075
-1.575,-3.075
-1.525,-3.075
-1.475,-3.075
-1.4249999999999998,-3.075
-1.375,-3.075
-1.3249999999999997,-3.075
-1.275,-3.075
-2.575,-3.025
-2.525,-3.025
-2.4749999999999996,-3.025
-2.375,-3.025
-2.325,-3.025
-2.2249999999999996,-2.975
-3.275,-2.825
-3.275,-2.775
-3.225,-2.775
-3.275,-2.725
-3.275,-2.675
-3.275,-2.625
-3.275,-2.575
-3.275,-2.525
-0.5749999999999997,-2.525
-0.5249999999999999,-2.525
-0.47499999999999964,-2.525
-0.4249999999999998,-2.525
-0.375,-2.525
-0.32499999999999973,-2.525
-0.2749999999999999,-2.525
-0.22499999999999964,-2.525
-0.17499999999999982,-2.525
-0.125,-2.525
-0.07499999999999973,-2.525
-0.02499999999999991,-2.525
0.025000000000000355,-2.525
0.07500000000000018,-2.525
0.125,-2.525
0.17500000000000027,-2.525
0.2250000000000001,-2.525
0.27500000000000036,-2.525
0.3250000000000002,-2.525
0.375,-2.525
0.42500000000000027,-2.525
0.4750000000000001,-2.525
0.5250000000000004,-2.525
0.5750000000000002,-2.525
0.625,-2.525
0.6749999999999998,-2.525
0.7250000000000005,-2.525
0.7750000000000004,-2.525
0.8250000000000002,-2.525
0.875,-2.525
0.9249999999999998,-2.525
0.9750000000000005,-2.525
1.0250000000000004,-2.525
1.0750000000000002,-2.525
1.125,-2.525
1.1749999999999998,-2.525
1.2250000000000005,-2.525
1.2750000000000004,-2.525
1.3250000000000002,-2.525
1.375,-2.525
1.4250000000000007,-2.525
1.4750000000000005,-2.525
1.5250000000000004,-2.525
1.5750000000000002,-2.525
1.625,-2.525
2.7750000000000004,-2.525
2.825,-2.525
2.875,-2.525
2.9250000000000007,-2.525
2.9750000000000005,-2.525
3.0250000000000004,-2.525
3.075,-2.525
3.125,-2.525
3.1750000000000007,-2.525
3.2250000000000005,-2.525
3.2750000000000004,-2.525
3.325,-2.525
3.375,-2.525
3.4250000000000007,-2.525
3.4750000000000005,-2.525
-3.275,-2.4749999999999996
-0.5749999999999997,-2.4749999999999996
-0.5249999999999999,-2.4749999999999996
-0.4249999999999998,-2.4749999999999996
-0.375,-2.4749999999999996
-0.32499999999999973,-2.4749999999999996
-0.2749999999999999,-2.4749999999999996
-0.22499999999999964,-2.4749999999999996
-0.17499999999999982,-2.4749999999999996
-0.125,-2.4749999999999996
-0.07499999999999973,-2.4749999999999996
-0.02499999999999991,-2.4749999999999996
0.025000000000000355,-2.4749999999999996
0.07500000000000018,-2.4749999999999996
0.125,-2.4749999999999996
0.17500000000000027,-2.4749999999999996
0.2250000000000001,-2.4749999999999996
0.27500000000000036,-2.4749999999999996
0.3250000000000002,-2.4749999999999996
0.375,-2.4749999999999996
1.5250000000000004,-2.4749999999999996
1.5750000000000002,-2.4749999999999996
2.7750000000000004,-2.4749999999999996
2.825,-2.4749999999999996
2.875,-2.4749999999999996
2.9250000000000007,-2.4749999999999996
2.9750000000000005,-2.4749999999999996
3.0250000000000004,-2.4749999999999996
3.075,-2.4749999999999996
3.125,-2.4749999999999996
3.1750000000000007,-2.4749999999999996
3.2250000000000005,-2.4749999999999996
3.2750000000000004,-2.4749999999999996
3.325,-2.4749999999999996
3.375,-2.4749999999999996
3.4250000000000007,-2.4749999999999996
3.4750000000000005,-2.4749999999999996
-3.275,-2.425
2.7250000000000005,-2.425
-3.275,-2.375
-3.275,-2.325
-3.275,-2.275
-3.275,-2.2249999999999996
-3.275,-2.175
-3.275,-2.125
-3.275,-2.075
-2.575,-1.3249999999999997
-2.275,-1.3249999999999997
-2.2249999999999996,-1.3249999999999997
-2.175,-1.3249999999999997
-2.125,-1.3249999999999997
-3.025,-1.275
-2.975,-1.275
-2.875,-1.275
-2.725,-1.275
-2.625,-1.275
-2.275,-1.275
-2.2249999999999996,-1.275
-1.1749999999999998,-1.275
0.7750000000000004,-1.275
0.8250000000000002,-1.275
0.875,-1.275
-2.275,-1.225
-2.2249999999999996,-1.225
-1.1749999999999998,-1.225
-1.125,-1.225
0.7750000000000004,-1.225
0.8250000000000002,-1.225
0.875,-1.225
-3.275,-1.1749999999999998
-2.275,-1.1749999999999998
-2.2249999999999996,-1.1749999999999998
-1.1749999999999998,-1.1749999999999998
0.7750000000000004,-1.1749999999999998
0.8250000000000002,-1.1749999999999998
0.875,-1.1749999999999998
-3.275,-1.125
-1.225,-1.125
-1.1749999999999998,-1.125
0.7750000000000004,-1.125
0.8250000000000002,-1.125
0.875,-1.125
-3.275,-1.0749999999999997
-1.275,-1.0749999999999997
-1.225,-1.0749999999999997
-1.1749999999999998,-1.0749999999999997
0.7750000000000004,-1.0749999999999997
0.8250000000000002,-1.0749999999999997
0.875,-1.0749999999999997
1.5750000000000002,-1.0749999999999997
1.625,-1.0749999999999997
1.6750000000000007,-1.0749999999999997
-3.275,-1.025
0.7750000000000004,-1.025
0.8250000000000002,-1.025
0.875,-1.025
1.5750000000000002,-1.025
1.625,-1.025
1.6750000000000007,-1.025
1.7250000000000005,-1.025
-3.275,-0.9749999999999996
0.7750000000000004,-0.9749999999999996
0.8250000000000002,-0.9749999999999996
0.875,-0.9749999999999996
1.625,-0.9749999999999996
1.6750000000000007,-0.9749999999999996
1.7250000000000005,-0.9749999999999996
-3.275,-0.9249999999999998
0.7750000000000004,-0.9249999999999998
0.8250000000000002,-0.9249999999999998
0.875,-0.9249999999999998
0.9249999999999998,-0.9249999999999998
0.9750000000000005,-0.9249999999999998
1.6750000000000007,-0.9249999999999998
1.7250000000000005,-0.9249999999999998
1.7750000000000004,-0.9249999999999998
-3.275,-0.875
1.6750000000000007,-0.875
1.7250000000000005,-0.875
1.7750000000000004,-0.875
-3.275,-0.8249999999999997
1.7250000000000005,-0.8249999999999997
1.7750000000000004,-0.8249999999999997
1.8250000000000002,-0.8249999999999997
-3.275,-0.7749999999999999
1.7750000000000004,-0.7749999999999999
1.8250000000000002,-0.7749999999999999
-3.275,-0.6749999999999998
-3.225,-0.6749999999999998
-3.275,-0.625
-3.225,-0.625
-3.275,-0.5749999999999997
-3.375,-0.5249999999999999
-3.325,-0.5249999999999999
-3.275,-0.5249999999999999
-3.275,-0.47499999999999964
-1.375,-0.47499999999999964
-3.275,-0.4249999999999998
-3.275,-0.375
-3.375,-0.32499999999999973
-3.275,-0.32499999999999973
-3.275,-0.2749999999999999
-3.275,-0.22499999999999964
-3.275,-0.17499999999999982
-3.275,-0.125
-3.275,-0.07499999999999973
-3.275,-0.02499999999999991
-3.275,0.025000000000000355
-3.275,0.07500000000000018
-3.275,0.125
-3.275,0.17500000000000027
-3.275,0.2250000000000001
-3.325,0.27500000000000036
-3.275,0.27500000000000036
-3.275,0.3250000000000002
-2.075,0.3250000000000002
-2.025,0.3250000000000002
-3.275,0.375
-3.225,0.375
-2.075,0.375
-3.075,0.42500000000000027
-3.025,0.42500000000000027
-2.075,0.42500000000000027
-3.025,0.4750000000000001
-2.075,0.4750000000000001
-2.075,0.5250000000000004
-2.325,0.625
-2.375,0.6749999999999998
-2.325,0.6749999999999998
-1.825,0.6749999999999998
-2.375,0.7250000000000005
-2.325,0.7250000000000005
-1.825,0.7250000000000005
-1.775,0.7250000000000005
-2.375,0.7750000000000004
-2.325,0.7750000000000004
-1.775,0.7750000000000004
-2.325,0.8250000000000002
-2.275,0.8250000000000002
-2.2249999999999996,0.8250000000000002
-1.775,0.8250000000000002
-1.7249999999999999,0.8250000000000002
-1.775,0.875
-1.7249999999999999,0.875
-1.775,0.9249999999999998
-1.825,0.9750000000000005
-1.775,0.9750000000000005
-1.825,1.0250000000000004
-1.775,1.0250000000000004
-1.7249999999999999,1.0250000000000004
0.6749999999999998,1.1749999999999998
0.7250000000000005,1.1749999999999998
0.7750000000000004,1.1749999999999998
0.8250000000000002,1.1749999999999998
-1.225,1.2250000000000005
-1.1749999999999998,1.2250000000000005
-0.875,1.2250000000000005
-0.8249999999999997,1.2250000000000005
-0.7749999999999999,1.2250000000000005
-0.7249999999999996,1.2250000000000005
-0.6749999999999998,1.2250000000000005
-0.625,1.2250000000000005
0.8250000000000002,1.2250000000000005
0.875,1.2250000000000005
0.9249999999999998,1.2250000000000005
0.9750000000000005,1.2250000000000005
1.0250000000000004,1.2250000000000005
1.0750000000000002,1.2250000000000005
1.125,1.2250000000000005
-1.1749999999999998,1.2750000000000004
-0.875,1.2750000000000004
-0.8249999999999997,1.2750000000000004
-0.7749999999999999,1.2750000000000004
-0.7249999999999996,1.2750000000000004
-0.6749999999999998,1.2750000000000004
-0.375,1.2750000000000004
-0.32499999999999973,1.2750000000000004
-0.2749999999999999,1.2750000000000004
-0.17499999999999982,1.2750000000000004
0.025000000000000355,1.2750000000000004
0.07500000000000018,1.2750000000000004
0.125,1.2750000000000004
0.17500000000000027,1.2750000000000004
0.2250000000000001,1.2750000000000004
0.27500000000000036,1.2750000000000004
0.3250000000000002,1.2750000000000004
0.375,1.2750000000000004
0.6749999999999998,1.2750000000000004
0.7250000000000005,1.2750000000000004
0.8250000000000002,1.2750000000000004
0.9249999999999998,1.2750000000000004
0.9750000000000005,1.2750000000000004
1.0250000000000004,1.2750000000000004
1.125,1.2750000000000004
1.1749999999999998,1.2750000000000004
1.2750000000000004,1.2750000000000004
-1.225,1.3250000000000002
-1.1749999999999998,1.3250000000000002
-0.22499999999999964,1.3250000000000002
-0.17499999999999982,1.3250000000000002
-0.125,1.3250000000000002
-0.07499999999999973,1.3250000000000002
-0.02499999999999991,1.3250000000000002
0.625,1.3250000000000002
0.6749999999999998,1.3250000000000002
0.7250000000000005,1.3250000000000002
0.7750000000000004,1.3250000000000002
0.8250000000000002,1.3250000000000002
-1.225,1.375
-1.1749999999999998,1.375
-0.02499999999999991,1.375
0.7250000000000005,1.375
0.7750000000000004,1.375
0.8250000000000002,1.375
-1.225,1.4250000000000007
-1.1749999999999998,1.4250000000000007
-0.02499999999999991,1.4250000000000007
0.7750000000000004,1.4250000000000007
0.8250000000000002,1.4250000000000007
-1.225,1.4750000000000005
-1.1749999999999998,1.4750000000000005
-0.02499999999999991,1.4750000000000005
0.025000000000000355,1.4750000000000005
0.07500000000000018,1.4750000000000005
0.6749999999999998,1.4750000000000005
0.7750000000000004,1.4750000000000005
-1.225,1.5250000000000004
-1.1749999999999998,1.5250000000000004
0.6749999999999998,1.5250000000000004
0.7250000000000005,1.5250000000000004
0.7750000000000004,1.5250000000000004
-1.225,1.5750000000000002
-1.1749999999999998,1.5750000000000002
0.7250000000000005,1.5750000000000002
0.7750000000000004,1.5750000000000002
0.8250000000000002,1.5750000000000002
-1.225,1.625
-1.1749999999999998,1.625
-1.225,1.6750000000000007
-1.1749999999999998,1.6750000000000007
-1.125,1.6750000000000007
-0.8249999999999997,1.6750000000000007
-0.7749999999999999,1.6750000000000007
-0.7249999999999996,1.6750000000000007
-0.6749999999999998,1.6750000000000007
-0.625,1.6750000000000007
-0.5749999999999997,1.6750000000000007
-0.5249999999999999,1.6750000000000007
-0.7749999999999999,1.7250000000000005
-0.7249999999999996,1.7250000000000005
-0.6749999999999998,1.7250000000000005
-0.625,1.7250000000000005
-0.5749999999999997,1.7250000000000005
-0.5249999999999999,1.7250000000000005
-0.47499999999999964,1.7250000000000005
-0.4249999999999998,1.7250000000000005
